North-central,Anuradhapura,Padaviya,Buddhangala
North-central,Anuradhapura,Padaviya,Elikimbulagala
North-central,Anuradhapura,Padaviya,Abhayapura
North-central,Anuradhapura,Padaviya,Maithreepura
North-central,Anuradhapura,Padaviya,Parakramapura
North-central,Anuradhapura,Padaviya,Track B
North-central,Anuradhapura,Padaviya,Bisokotuwa
North-central,Anuradhapura,Padaviya,Sudarshanagama
North-central,Anuradhapura,Padaviya,Balayawewa
North-central,Anuradhapura,Padaviya,Mahasenpura
North-central,Anuradhapura,Padaviya,Urewa
North-central,Anuradhapura,Padaviya,Kumbukwewa
North-central,Anuradhapura,Padaviya,Ruwanpura
North-central,Anuradhapura,Padaviya,Bogahawewa
North-central,Anuradhapura,Padaviya,Padaviya
North-central,Anuradhapura,Kebithigollewa,Halmillawetiya
North-central,Anuradhapura,Kebithigollewa,Kanugahawewa
North-central,Anuradhapura,Kebithigollewa,Herathhalmillewa
North-central,Anuradhapura,Kebithigollewa,Bellankadawala
North-central,Anuradhapura,Kebithigollewa,Punchimudagama
North-central,Anuradhapura,Kebithigollewa,D 06 Wahalkada
North-central,Anuradhapura,Kebithigollewa,D 05 Wahalkada
North-central,Anuradhapura,Kebithigollewa,D 04 Wahalkada
North-central,Anuradhapura,Kebithigollewa,Kahatagollewa
North-central,Anuradhapura,Kebithigollewa,Thammennawa
North-central,Anuradhapura,Kebithigollewa,Kunchuttuwa
North-central,Anuradhapura,Kebithigollewa,Galawewa
North-central,Anuradhapura,Kebithigollewa,Thittagonewa
North-central,Anuradhapura,Kebithigollewa,Kurulugama
North-central,Anuradhapura,Kebithigollewa,Sinhalaetaweerawewa
North-central,Anuradhapura,Kebithigollewa,Ethalvidda Wewa
North-central,Anuradhapura,Kebithigollewa,Gonumeriyawa
North-central,Anuradhapura,Kebithigollewa,Kebithigollewa
North-central,Anuradhapura,Kebithigollewa,Ihala Usgollewa
North-central,Anuradhapura,Kebithigollewa,Aiyathigewewa
North-central,Anuradhapura,Kebithigollewa,Bandaraulpatha
North-central,Anuradhapura,Kebithigollewa,Kiriketuwewa
North-central,Anuradhapura,Kebithigollewa,Gonahathdenawa
North-central,Anuradhapura,Kebithigollewa,Thimbiriwewa
North-central,Anuradhapura,Kebithigollewa,Handagala Kirimetiyawa
North-central,Anuradhapura,Kebithigollewa,Wattewewa
North-central,Anuradhapura,Medawachchiya,Prabodhagama
North-central,Anuradhapura,Medawachchiya,Paranahalmillewa
North-central,Anuradhapura,Medawachchiya,Lolugaswewa
North-central,Anuradhapura,Medawachchiya,Puhudivula
North-central,Anuradhapura,Medawachchiya,Heerallugama
North-central,Anuradhapura,Medawachchiya,Ethakada
North-central,Anuradhapura,Medawachchiya,Etaweeragollewa
North-central,Anuradhapura,Medawachchiya,Kadawath Rambewa
North-central,Anuradhapura,Medawachchiya,Maha Kumbukgollewa
North-central,Anuradhapura,Medawachchiya,Kidawarankulama
North-central,Anuradhapura,Medawachchiya,Anekattiya
North-central,Anuradhapura,Medawachchiya,Periyakulama
North-central,Anuradhapura,Medawachchiya,Poonewa
North-central,Anuradhapura,Medawachchiya,Isinbessagama
North-central,Anuradhapura,Medawachchiya,Maha Divulwewa
North-central,Anuradhapura,Medawachchiya,Kidagalegama
North-central,Anuradhapura,Medawachchiya,Moragoda
North-central,Anuradhapura,Medawachchiya,Unagaswewa
North-central,Anuradhapura,Medawachchiya,Kirigalwewa
North-central,Anuradhapura,Medawachchiya,Angunochchiya
North-central,Anuradhapura,Medawachchiya,Ekirikanda
North-central,Anuradhapura,Medawachchiya,Railway Town
North-central,Anuradhapura,Medawachchiya,Kadawathgama
North-central,Anuradhapura,Medawachchiya,Kuda Kumbukgollewa
North-central,Anuradhapura,Medawachchiya,Yakawewa
North-central,Anuradhapura,Medawachchiya,Thammenne Elawaka
North-central,Anuradhapura,Medawachchiya,Puleliya
North-central,Anuradhapura,Medawachchiya,Viralmurippuwa
North-central,Anuradhapura,Medawachchiya,Walpola
North-central,Anuradhapura,Medawachchiya,Katuwela
North-central,Anuradhapura,Medawachchiya,Medawachchiya West
North-central,Anuradhapura,Medawachchiya,Medawachchiya East
North-central,Anuradhapura,Medawachchiya,Kanadara Divulwewa
North-central,Anuradhapura,Medawachchiya,Helambagaswewa
North-central,Anuradhapura,Medawachchiya,Sangilikanadarawa
North-central,Anuradhapura,Medawachchiya,Lindawewa
North-central,Anuradhapura,Medawachchiya,Karambankulama
North-central,Anuradhapura,Mahawilachchiya,Dematamalgama
North-central,Anuradhapura,Mahawilachchiya,Thanthirimale
North-central,Anuradhapura,Mahawilachchiya,Nelumvila
North-central,Anuradhapura,Mahawilachchiya,Sandamaleliya
North-central,Anuradhapura,Mahawilachchiya,Thuppitiyawa
North-central,Anuradhapura,Mahawilachchiya,Ethdathkalla
North-central,Anuradhapura,Mahawilachchiya,Randoowa
North-central,Anuradhapura,Mahawilachchiya,Palugaswewa
North-central,Anuradhapura,Mahawilachchiya,Mannaram Junction
North-central,Anuradhapura,Mahawilachchiya,Kuda Vilachchiya
North-central,Anuradhapura,Mahawilachchiya,Maha Vilachchiya
North-central,Anuradhapura,Mahawilachchiya,Pemaduwa
North-central,Anuradhapura,Mahawilachchiya,Kiralpetiyawa
North-central,Anuradhapura,Mahawilachchiya,Navodagama
North-central,Anuradhapura,Mahawilachchiya,Oyamaduwa
North-central,Anuradhapura,Mahawilachchiya,Helambawewa
North-central,Anuradhapura,Mahawilachchiya,Dunumadalawa
North-central,Anuradhapura,Nuwaragam Palatha Central,Helambagaswewa
